City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
248.0,lorengau,64.0,PG,1635439020.0,79.0,2.3993412889899446,144.1011822943883,81.46,5.75
249.0,laguna,40.0,BR,1635439020.0,97.0,-33.78552577696657,-42.86923136393091,67.08,3.44
250.0,nanortalik,82.0,GL,1635439021.0,66.0,61.78648551658861,-44.18021386988207,37.22,4.9
251.0,enshi,99.0,CN,1635439021.0,88.0,31.44838983244216,109.53758436294481,58.19,2.35
252.0,asfi,8.0,MA,1635438989.0,79.0,33.389618912998,-11.56631626070822,69.15,11.16
253.0,qadian,0.0,IN,1635439021.0,47.0,31.845779100091235,75.46163659535324,64.08,3.42
254.0,odweyne,0.0,SO,1635439022.0,40.0,9.330762235686919,45.687005126491414,74.35,10.2
255.0,olafsvik,93.0,IS,1635439022.0,80.0,64.64120759224465,-27.469497597410083,42.57,25.57
256.0,yinchuan,40.0,CN,1635439023.0,34.0,37.85996953716946,106.60236023779044,51.4,5.08
257.0,belem,40.0,BR,1635438807.0,79.0,-1.5325286763944206,-48.51245806662297,84.24,11.5
258.0,barla,33.0,RO,1635439023.0,48.0,44.45073790652006,24.751562372414668,52.14,1.28
259.0,praia,75.0,CV,1635439023.0,94.0,12.717849697485775,-22.398041478840497,73.94,8.05
260.0,riyadh,91.0,SA,1635439024.0,14.0,22.485472932850925,46.86743572958906,86.14,9.26
261.0,atikokan,100.0,CA,1635439024.0,81.0,47.70545930451553,-90.78223649134516,45.81,4.99
262.0,laramie,1.0,US,1635439024.0,53.0,41.82715486181954,-106.27222194581705,48.36,5.99
263.0,geraldton,3.0,CA,1635439024.0,62.0,51.2791147577054,-88.55221635333972,55.81,12.66
264.0,cap malheureux,2.0,MU,1635439025.0,70.0,-17.188701995216533,55.56721809072789,75.47,5.01
